41.98883,-83.77233,10430.26
41.989,-83.765,10500.06
41.98883,-83.7615,10531.14
41.98867,-83.75783,10569.24
41.98833,-83.75367,10597.29
41.98817,-83.74983,10623.19
41.988,-83.74617,10648.19
41.98767,-83.74233,10674.1
41.9875,-83.73817,10701.22
41.98733,-83.73433,10727.13
41.987,-83.73067,10751.21
41.98683,-83.72683,10778.34
41.98617,-83.71883,10834.12
41.98533,-83.71117,10889.28
41.98483,-83.707,10918.24
41.98433,-83.70283,10951.16
41.98217,-83.69033,11033.15
41.9815,-83.686,11059.06
41.98067,-83.682,11084.05
41.98,-83.67783,11110.26
41.97833,-83.66917,11165.13
41.9775,-83.66517,11189.21
41.97517,-83.65217,11271.2
41.97433,-83.64817,11297.11
41.97367,-83.64383,11325.15
41.97233,-83.6345,11383.06
41.97167,-83.63017,11408.05
41.971,-83.6255,11434.27
41.96967,-83.61567,11496.14
41.96917,-83.611,11520.22
41.9685,-83.606,11546.13
41.96767,-83.60033,11577.22
41.96583,-83.58983,11656.16
41.96483,-83.58417,11700.05
41.9635,-83.57817,11748.21
41.96217,-83.57217,11784.18
41.96083,-83.5665,11819.23
41.9595,-83.5605,11844.22
41.95817,-83.55433,11872.26
41.9565,-83.548,11898.17
41.95517,-83.54233,11921.03
41.95083,-83.524,11989
41.9495,-83.5185,12011.25
41.94817,-83.51283,12035.03
41.94667,-83.50717,12062.16
41.94333,-83.49617,12116.1
41.93983,-83.48517,12175.24
41.9255,-83.443,12529.11
41.9225,-83.43333,12650.11
41.92933,-83.37233,13454.18
41.94483,-83.20383,14777.01
41.94433,-83.19417,14862.05
41.95267,-83.09817,16229.99
41.95967,-83.08067,17143.78
41.9645,-83.07667,17397.68
41.97967,-83.068,17820.74
41.99533,-83.05,18828.72
41.99617,-83.04967,18861.63
42.005,-83.04383,19140.83
42.00683,-83.04183,19239.59
42.00717,-83.04167,19272.81
42.00883,-83.04217,19399.61
42.0095,-83.0425,19426.73
42.01117,-83.04283,19517.56
42.01233,-83.04333,19578.52
42.01583,-83.04367,19736.71
42.01933,-83.0435,19865.64
42.02067,-83.04333,19955.56
42.024,-83.04633,20131.74
42.02683,-83.05,20249.69
42.02867,-83.05117,20312.48
42.03033,-83.05233,20373.75
42.038,-83.066,20876.67
42.04517,-83.07383,21290.58
42.0535,-83.12867,22404.63
42.0555,-83.14583,22617.38
42.05767,-83.1525,22727.41
42.05783,-83.15417,22756.37
42.05883,-83.16967,22997.46
42.06267,-83.18467,23252.28
42.0625,-83.19467,23419.31
42.06283,-83.20533,23553.42
42.06317,-83.20783,23580.55
42.08033,-83.27717,12383.11
42.07717,-83.2455,10906.05
42.07733,-83.2415,10672.27
42.08117,-83.2,8446.31
42.082,-83.1835,7436.51
42.08233,-83.17767,7023.51
42.08217,-83.17267,6646.47
42.082,-83.1705,6452.31
42.08217,-83.16817,6247.49
42.08233,-83.16583,6058.51
42.0825,-83.164,5882.64
42.08283,-83.16267,5698.54
42.0835,-83.16067,5493.41
42.08417,-83.15917,5309.62
42.08483,-83.1575,5134.66
42.08567,-83.15617,4949.65
42.08633,-83.15467,4766.46
42.08717,-83.15317,4600.65
42.08767,-83.15217,4439.72
42.0885,-83.15067,4257.45
42.08917,-83.1495,4086.45
42.08983,-83.14783,3919.73
42.09033,-83.14633,3762.76
42.091,-83.14483,3597.55
42.09233,-83.1425,3254.65
42.0935,-83.14,2942.54
42.09417,-83.13883,2770.63
42.09717,-83.134,1994.61
42.09783,-83.1335,1706.88
42.09883,-83.13217,1405.74
42.10067,-83.13033,904.65
