42.3985,-83.93533,464
42.39833,-83.936,907
42.39683,-83.93717,1313
42.39633,-83.9375,1746
42.39533,-83.936,2160
42.3935,-83.9355,2574
42.39233,-83.93383,3010
42.39083,-83.93233,3430
42.38917,-83.9315,3841
42.38483,-83.92933,4681
42.38167,-83.92833,5099
42.3785,-83.92633,5496
42.37567,-83.9255,5921
42.37283,-83.92433,6348
42.36983,-83.92117,6765
42.36583,-83.9185,7201
42.362,-83.91633,7646
42.35783,-83.91383,8045
42.35333,-83.911,8458
42.3505,-83.90933,8879
42.3475,-83.908,9323
42.34433,-83.90883,9742
42.33933,-83.9075,10185
42.33517,-83.905,10589
42.3325,-83.90283,11032
42.32883,-83.8975,11407
42.32367,-83.89133,11889
42.31767,-83.886,12347
42.30333,-83.87483,13232
42.29383,-83.8705,13641
42.28717,-83.86317,14035
42.28017,-83.8545,14476
42.27083,-83.8505,14912
42.25217,-83.84683,16126
42.247,-83.84433,16546
42.24067,-83.84267,16963
42.2355,-83.84067,17361
42.22917,-83.8415,17761
42.22333,-83.84483,18170
42.21983,-83.84767,18589
42.05117,-83.7625,33
42.18283,-83.84583,12083
42.179,-83.84133,10629
42.198,-83.85417,15479
42.16833,-83.83517,7290
42.16433,-83.83333,6446
42.16083,-83.83267,5740
42.15817,-83.83117,5157
42.155,-83.82983,4576
42.1535,-83.828,3935
42.152,-83.8275,3320
42.15083,-83.82583,2717
42.1485,-83.82433,2140
42.147,-83.82283,1581
42.14633,-83.82317,1046
42.14567,-83.8245,532
