41.864,-84.4695,339.85
41.87117,-84.4635,781.81
41.87183,-84.46317,822.66
41.8745,-84.46183,949.76
41.87533,-84.46167,972.92
41.87583,-84.46133,996.7
41.87633,-84.46117,1017.73
41.877,-84.46083,1042.72
41.87783,-84.46067,1064.67
41.8785,-84.46033,1085.7
41.87983,-84.45983,1136.9
41.8805,-84.45967,1167.69
41.88133,-84.45967,1193.9
41.88183,-84.4595,1209.75
41.8825,-84.45933,1224.69
41.88333,-84.45917,1244.8
41.884,-84.459,1265.83
41.88467,-84.45867,1289.91
41.88533,-84.4585,1319.78
41.886,-84.45817,1349.65
41.8865,-84.458,1379.83
41.887,-84.45767,1408.79
41.88867,-84.4565,1499.62
41.88917,-84.45617,1531.62
41.88967,-84.45583,1567.89
41.89,-84.4555,1604.77
41.8905,-84.45533,1636.78
41.89083,-84.45517,1669.69
41.89117,-84.45517,1706.88
41.8915,-84.45517,1742.85
41.89183,-84.4555,1800.76
41.892,-84.45567,1827.89
41.89217,-84.45583,1857.76
41.89233,-84.45583,1885.8
41.89267,-84.45567,1908.66
41.893,-84.45567,1924.81
41.89333,-84.45567,1933.65
41.89367,-84.4555,1944.62
41.8945,-84.45533,1968.7
41.89483,-84.45533,1983.64
41.89517,-84.45517,1997.66
41.89567,-84.455,2013.81
41.896,-84.45483,2034.84
41.8965,-84.45483,2055.57
41.897,-84.45467,2073.86
41.8975,-84.4545,2088.79
41.89783,-84.45433,2107.69
41.89833,-84.45417,2128.72
41.89883,-84.454,2146.71
41.89983,-84.45367,2186.64
41.90017,-84.4535,2217.72
41.9005,-84.4535,2239.67
41.90083,-84.45367,2264.66
41.90167,-84.45383,2305.81
41.902,-84.454,2335.68
41.90233,-84.454,2348.79
41.90267,-84.45433,2365.55
41.90283,-84.4545,2378.66
41.903,-84.45467,2392.68
41.90317,-84.45517,2442.67
41.90317,-84.4555,2464.61
41.90317,-84.45567,2481.68
41.90333,-84.45583,2497.84
41.9035,-84.456,2510.64
41.9035,-84.45617,2539.59
41.9035,-84.45633,2556.66
41.9035,-84.4565,2573.73
41.90333,-84.45667,2592.63
41.90333,-84.45683,2609.7
41.90317,-84.457,2624.63
41.90317,-84.45717,2639.57
41.903,-84.45733,2654.81
41.903,-84.4575,2670.66
41.903,-84.45767,2684.68
41.90283,-84.45767,2701.75
41.90283,-84.45783,2718.82
41.90267,-84.45783,2737.71
41.9025,-84.45767,2784.65
41.90233,-84.45767,2823.67
41.90233,-84.4575,2839.82
41.90217,-84.4575,2862.68
41.90217,-84.45733,2918.76
41.902,-84.45717,2956.56
41.90217,-84.45683,2998.62
41.90217,-84.45667,3044.65
41.90233,-84.45633,3086.71
41.9025,-84.456,3129.69
41.90267,-84.4555,3165.65
41.903,-84.45517,3186.68
41.90333,-84.45467,3217.77
41.9035,-84.45433,3242.77
41.90367,-84.45383,3266.54
41.90383,-84.45333,3301.59
41.90383,-84.453,3337.56
41.90383,-84.45267,3374.75
41.90383,-84.45233,3409.49
41.90367,-84.45217,3430.52
41.9035,-84.45183,3440.58
41.9035,-84.45167,3455.52
41.90333,-84.4515,3478.68
41.90317,-84.4515,3490.57
41.90317,-84.45133,3593.59
41.90333,-84.451,3630.78
41.9035,-84.45033,3669.49
41.90383,-84.44967,3705.76
41.904,-84.44883,3738.68
41.90417,-84.448,3769.77
41.90433,-84.447,3806.65
41.90433,-84.44583,3843.53
41.9045,-84.44467,3856.63
41.90467,-84.44367,3871.57
41.905,-84.4425,3885.59
41.90517,-84.44133,3903.57
41.9055,-84.44,3922.47
41.90567,-84.439,3937.71
41.90583,-84.43767,3954.48
41.906,-84.43633,3972.46
41.90633,-84.435,3990.75
41.9065,-84.43383,4005.68
41.90667,-84.4325,4022.75
41.90683,-84.43117,4041.65
41.90717,-84.42967,4059.63
41.90733,-84.42833,4078.53
41.90767,-84.42683,4099.56
41.90783,-84.4255,4119.68
41.90817,-84.42417,4139.49
41.90833,-84.423,4157.47
41.9085,-84.42167,4177.59
41.90883,-84.4205,4202.58
41.909,-84.41933,4240.68
41.90917,-84.41833,4282.44
41.90917,-84.41717,4330.6
41.90933,-84.41567,4381.5
41.9095,-84.414,4429.66
41.91,-84.41083,4514.7
41.91033,-84.409,4561.64
41.91067,-84.4075,4604.61
41.91083,-84.40617,4644.54
41.911,-84.4045,4688.43
41.91133,-84.40267,4733.54
41.9115,-84.40117,4776.52
41.9115,-84.3995,4817.67
41.91167,-84.3975,4858.51
41.91183,-84.39533,4901.49
41.91233,-84.3935,4939.59
41.91267,-84.39167,4977.69
41.91317,-84.39,5015.48
41.91383,-84.38817,5055.41
41.91433,-84.38633,5092.6
41.91533,-84.38283,5167.58
41.91583,-84.38117,5202.63
41.91633,-84.37967,5232.5
41.91667,-84.37833,5260.54
41.917,-84.37683,5293.46
41.91717,-84.37533,5327.6
41.91733,-84.374,5361.43
41.9175,-84.37267,5392.52
41.9175,-84.37117,5416.6
41.9175,-84.36967,5430.62
41.9175,-84.36833,5445.56
41.9175,-84.367,5458.66
41.9175,-84.3655,5472.38
41.91767,-84.36417,5487.62
41.91767,-84.36267,5502.55
41.91767,-84.3615,5515.66
41.91767,-84.36,5530.6
41.91783,-84.3585,5547.36
41.91783,-84.35717,5563.51
41.918,-84.35583,5579.36
41.918,-84.3545,5596.43
41.918,-84.35317,5613.5
41.918,-84.35183,5630.57
41.918,-84.35067,5646.42
41.918,-84.34917,5664.4
41.918,-84.34767,5681.47
41.91817,-84.34617,5700.37
41.91817,-84.34483,5715.61
41.91833,-84.3435,5732.37
41.91833,-84.342,5752.49
41.9185,-84.3405,5768.64
41.91883,-84.33783,5800.34
41.919,-84.33617,5816.5
41.91917,-84.33483,5834.48
41.9195,-84.3335,5846.37
41.91967,-84.33217,5862.52
41.92,-84.33067,5877.46
41.92033,-84.32917,5892.39
41.92067,-84.32783,5905.5
41.921,-84.32633,5922.57
41.92133,-84.32483,5940.55
41.92167,-84.32367,5957.62
41.92183,-84.32233,5970.42
41.92217,-84.321,5986.58
41.92233,-84.31967,6001.51
41.9225,-84.31833,6016.45
41.92267,-84.317,6031.38
41.923,-84.31567,6048.45
41.92317,-84.31417,6068.57
41.9235,-84.31267,6089.6
41.92367,-84.31133,6118.56
41.924,-84.30967,6160.62
41.9245,-84.30783,6208.47
41.92483,-84.30633,6253.58
41.92533,-84.30467,6295.34
41.92567,-84.303,6339.54
41.92633,-84.30117,6361.48
41.92683,-84.299,6377.33
41.92733,-84.29733,6395.31
